X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
398735.5,145069.030000001,25422577,2025/07/24 16:01:50+00,DAY,OTHERS,THEFT/OTHER,6900 - 6999 BLOCK OF WILLOW STREET NW,398735.5,145069.03,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9735403779,-77.0145924437,,2025/07/03 02:00:00+00,2025/07/03 02:45:00+00,783141336,
400233.890000001,137184.120000001,25422643,2025/07/25 20:01:39+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NE,400233.89,137184.12,6,6C,5,501,Cluster 25,010602 2,010602,Precinct 83,38.9025116654,-76.997303576,,2025/07/08 00:25:00+00,2025/07/08 00:25:00+00,783141337,
397238.030000001,139219.579999998,25422740,2025/07/30 10:30:43+00,MIDNIGHT,OTHERS,THEFT/OTHER,2303 - 2418 BLOCK OF 14TH STREET NW,397238.03,139219.58,1,1B,3,304,Cluster 2,003600 1,003600,Precinct 23,38.9208434707,-77.0318498297,,2025/07/09 01:00:00+00,2025/07/09 12:30:00+00,783141338,
396832.049999997,137923.780000001,25422764,2025/07/30 14:01:29+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF 16TH STREET NW,396832.05,137923.78,2,2B,2,208,Cluster 6,005303 1,005303,Precinct 15,38.9091691028,-77.0365254343,,2025/07/10 02:30:00+00,2025/07/10 12:30:00+00,783141339,
400930.115400001,135528.309099998,25423079,2025/08/06 16:02:16+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF INDEPENDENCE AVENUE SE,400930.115390816,135528.309147201,6,6B,1,107,Cluster 26,006700 2,006700,Precinct 88,38.8875950537,-76.9892793147,,2025/05/04 15:34:00+00,2025/05/05 00:00:00+00,783141340,
401553.079999998,138614.52,25423160,2025/08/08 11:31:50+00,DAY,OTHERS,THEFT F/AUTO,1429 - 1599 BLOCK OF OKIE STREET NE,401553.08,138614.52,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9153958594,-76.9820919291,,2025/08/03 03:30:00+00,2025/08/03 20:30:00+00,783141341,
400790.549999997,136192.079999998,25423230,2025/08/09 13:30:58+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF C STREET NE,400790.55,136192.08,6,6A,1,108,Cluster 25,008100 2,008100,Precinct 85,38.893574686,-76.990887208,,2025/07/31 21:00:00+00,2025/07/31 21:00:00+00,783141342,
401136.824299999,134409.5898,25423254,2025/08/09 16:01:09+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF L STREET SE,401136.824287008,134409.589818163,6,6B,1,106,Cluster 26,007100 1,007100,Precinct 91,38.8775169551,-76.9868985996,,2025/08/03 00:20:00+00,2025/08/08 00:20:00+00,783141343,
396183.740000002,139773.57,25423352,2025/08/13 15:04:17+00,DAY,OTHERS,THEFT/OTHER,3000 - 3099 BLOCK OF ONTARIO ROAD NW,396183.74,139773.57,1,1C,3,303,Cluster 1,003902 1,003902,Precinct 35,38.9258300434,-77.044010519,,2025/08/08 19:45:00+00,2025/08/10 19:45:00+00,783141344,
401419.490000002,136854.760000002,25423428,2025/08/14 15:31:12+00,DAY,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF 15TH STREET NE,401419.49,136854.76,6,6A,1,104,Cluster 25,008001 1,008001,Precinct 81,38.8995435581,-76.9836359502,,2025/08/09 02:30:00+00,2025/08/09 05:25:00+00,783141345,
395521.549999997,137007.07,25120996,2025/08/09 15:40:30+00,DAY,OTHERS,THEFT/OTHER,900 - 915 BLOCK OF NEW HAMPSHIRE AVENUE NW,395521.55,137007.07,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,38.9009053589,-77.0516290932,,2025/08/09 15:18:00+00,2025/08/09 15:33:00+00,783141922,
400246.539999999,139229.039999999,25122422,2025/08/12 06:23:16+00,MIDNIGHT,OTHERS,THEFT/OTHER,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9209329952,-76.9971570051,,2025/08/12 02:28:00+00,2025/08/12 03:43:00+00,783141923,
398922.649999999,142712.010000002,25122591,2025/08/13 11:58:35+00,DAY,OTHERS,MOTOR VEHICLE THEFT,NEW HAMPSHIRE AVENUE NW AND GALLATIN STREET NW,398922.65001295,142712.01001787,4,4D,4,403,Cluster 18,002102 3,002102,Precinct 57,38.952307999,-77.0124290124,,2025/08/11 23:00:00+00,2025/08/12 13:00:00+00,783141924,
396171.049999997,137945.800000001,25123074,2025/08/13 09:31:33+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2025/08/13 07:57:00+00,2025/08/13 08:09:00+00,783141925,
400589.75,136927.77,25124729,2025/08/16 08:57:14+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,900 - 999 BLOCK OF H STREET NE,400589.75,136927.77,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.9002022066,-76.993201229,,2025/08/16 07:00:00+00,2025/08/16 07:10:00+00,783141926,
401445.43,137508.030000001,25125130,2025/08/17 04:08:50+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF QUEEN STREET NE,401445.43,137508.03,5,5D,5,506,Cluster 23,008802 1,008802,Precinct 77,38.9054284034,-76.983335536,,2025/08/17 03:35:00+00,2025/08/17 03:54:00+00,783141927,
397095.079999998,137532.579999998,25120332,2025/08/08 13:18:25+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF M STREET NW,397095.08,137532.58,2,2C,2,207,Cluster 8,010100 1,010100,Precinct 17,38.9056459466,-77.0334911294,DOWNTOWN,2025/08/08 12:54:00+00,,783142518,
396457.369999997,137321.550000001,25120876,2025/08/09 08:42:00+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1718 - 1799 BLOCK OF L STREET NW,396457.37,137321.55,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9037425756,-77.0408422659,GOLDEN TRIANGLE,2025/08/09 07:16:00+00,2025/08/09 07:47:00+00,783142519,
402486.543399997,131539.4476,25122037,2025/08/11 17:21:14+00,DAY,OTHERS,BURGLARY,2337 - 2435 BLOCK OF ALABAMA AVENUE SE,402486.54336026,131539.447639499,8,8B,7,702,Cluster 36,007408 1,007408,Precinct 115,38.8516587471,-76.9713540605,,2025/08/10 22:00:00+00,2025/08/11 02:00:00+00,783142520,
399037.719999999,128205.239999998,25122534,2025/08/12 13:45:25+00,DAY,OTHERS,THEFT/OTHER,4660 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,399037.72,128205.24,8,8D,7,708,Cluster 39,010900 1,010900,Precinct 126,38.8216256757,-77.0110811748,,2025/08/08 15:30:00+00,2025/08/08 21:00:00+00,783142521,
400437.119999997,136927.850000001,25122624,2025/08/12 15:50:03+00,DAY,OTHERS,THEFT/OTHER,8TH STREET NE AND H STREET NE,400437.11999836,136927.8500125,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 83,38.9002030165,-76.994960782,,2025/08/12 14:55:00+00,2025/08/12 15:50:00+00,783142522,
404180.240000002,135630.0,25124311,2025/08/15 23:34:05+00,EVENING,OTHERS,THEFT/OTHER,11 - 99 BLOCK OF RIDGE ROAD SE,404180.24,135630,7,7F,6,603,Cluster 32,007703 2,007703,Precinct 103,38.8885016774,-76.9518171514,,2025/08/15 16:36:00+00,2025/08/15 17:30:00+00,783142523,
399746.969999999,134103.640000001,25124786,2025/08/16 12:46:00+00,DAY,OTHERS,THEFT F/AUTO,3 - 3 BLOCK OF TINGEY SQUARE SE,399746.97,134103.64,8,8F,1,106,Cluster 27,007201 4,007201,Precinct 131,38.8747615364,-77.002915947,CAPITOL RIVERFRONT,2025/08/16 12:03:00+00,2025/08/16 12:46:00+00,783142524,
397610.109999999,137008.120000001,25124914,2025/08/16 19:43:39+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW YORK AVENUE NW,397610.11,137008.12,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,38.9009229772,-77.0275514697,DOWNTOWN,2025/08/16 18:31:00+00,2025/08/16 19:10:00+00,783142525,
398758.710000001,145213.059999999,25125117,2025/08/17 05:31:14+00,MIDNIGHT,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/08/17 02:12:00+00,2025/08/17 03:39:00+00,783142526,
397162.060000002,140182.43,25109044,2025/07/21 16:28:39+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/06/15 23:15:00+00,2025/07/21 23:25:00+00,783142734,
396662.240000002,138182.309999999,25109706,2025/07/20 21:16:58+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1618 BLOCK OF 17TH STREET NW,396662.24,138182.31,2,2B,3,301,Cluster 6,005302 2,005302,Precinct 15,38.9114974007,-77.0384845448,,2025/07/20 20:08:00+00,2025/07/20 21:03:00+00,783142735,
401494.370200001,134506.6624,25109990,2025/07/21 14:58:14+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1500 - 1599 BLOCK OF K STREET SE,401494.37020734,134506.662362253,6,6B,1,106,Cluster 26,007100 1,007100,Precinct 91,38.8783908878,-76.982777829,,2025/07/20 21:00:00+00,2025/07/21 13:16:00+00,783142736,
405084.4252,135772.236299999,25110224,2025/07/21 20:58:03+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4100 - 4276 BLOCK OF EAST CAPITOL STREET,405084.425218671,135772.236347427,7,7F,6,603,Cluster 33,007703 1,007703,Precinct 103,38.8897782316,-76.9413941594,,2025/07/21 17:06:00+00,2025/07/21 20:24:00+00,783142737,
401312.57,137024.899999999,25111443,2025/07/23 21:00:23+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF HOLBROOK STREET NE,401312.57,137024.9,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9010764062,-76.9848682115,,2025/07/23 16:55:00+00,2025/07/23 17:10:00+00,783142738,
397122.600000001,139623.510000002,25112748,2025/07/26 01:10:28+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1400 - 1499 BLOCK OF FAIRMONT STREET NW,397122.6,139623.51,1,1A,3,304,Cluster 2,003702 2,003702,Precinct 36,38.9244818313,-77.033182611,,2025/07/25 23:10:00+00,2025/07/26 00:48:00+00,783142739,
401349.281499997,132165.914999999,25113009,2025/07/26 14:27:25+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF ERIE STREET SE,401349.281535205,132165.915032081,8,8B,7,703,Cluster 37,007407 1,007407,Precinct 118,38.8573047137,-76.9844545265,,2025/07/26 09:59:00+00,2025/07/26 13:35:00+00,783142740,
396504.560000002,137376.52,25422534,2025/07/23 16:02:09+00,DAY,OTHERS,THEFT/OTHER,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,396504.56,137376.52,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9042379536,-77.0402985018,GOLDEN TRIANGLE,2025/07/18 00:05:00+00,2025/07/18 00:05:00+00,783142795,
398476.740000002,135226.539999999,25422625,2025/07/25 15:32:37+00,DAY,OTHERS,THEFT F/AUTO,400 - 403 BLOCK OF 4TH STREET SW,398476.74,135226.54,6,6D,1,103,Cluster 9,010500 4,010500,Precinct 128,38.8848757749,-77.0175567128,SOUTHWEST,2025/07/19 13:00:00+00,2025/07/19 18:00:00+00,783142796,
401776.159999996,137317.75,25422810,2025/07/31 13:01:34+00,DAY,OTHERS,THEFT/OTHER,1700 - 1729 BLOCK OF L STREET NE,401776.16,137317.75,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 78,38.9037136883,-76.9795230188,,2025/07/25 19:00:00+00,2025/07/25 20:00:00+00,783142797,
397497.210000001,137709.629999999,25422897,2025/08/01 13:32:13+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF N STREET NW,397497.21,137709.63,2,2F,3,307,Cluster 7,005004 2,005004,Precinct 17,38.9072421115,-77.0288555757,,2025/06/12 15:55:00+00,2025/06/19 17:25:00+00,783142798,
398122.369999997,139889.16,25423263,2025/08/09 18:01:22+00,DAY,OTHERS,THEFT F/AUTO,500 - 699 BLOCK OF GRESHAM PLACE NW,398122.37,139889.16,1,1E,,,Cluster 2,003400 4,003400,Precinct 37,38.9268775954,-77.0216538397,,2025/08/07 13:30:00+00,2025/08/07 15:00:00+00,783142799,
393840.359999999,141194.98,25423327,2025/08/13 12:31:02+00,DAY,OTHERS,THEFT/OTHER,3700 - 3799 BLOCK OF IDAHO AVENUE NW,393840.36,141194.98,3,3A,2,203,Cluster 15,000600 4,000600,Precinct 27,38.9386212326,-77.0710479911,,2025/08/09 16:25:00+00,2025/08/09 20:45:00+00,783142800,
401935.32,136325.5,25423374,2025/08/14 11:31:07+00,DAY,OTHERS,THEFT/OTHER,1823 - 1899 BLOCK OF D STREET NE,401935.32,136325.5,7,7D,5,507,Cluster 25,007901 2,007901,Precinct 81,38.8947748077,-76.9776908917,,2025/08/08 18:05:00+00,2025/08/08 20:05:00+00,783142801,
399489.420000002,137252.09,25423480,2025/08/16 12:31:28+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 1ST STREET NE,399489.42,137252.09,6,6E,5,501,Cluster 25,010603 3,010603,Precinct 144,38.9031238461,-77.0058863225,NOMA,2025/08/04 04:25:00+00,2025/08/04 21:45:00+00,783142802,
402081.689999998,139209.640000001,25113794,2025/07/27 23:06:20+00,EVENING,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF LAWRENCE AVENUE NE,402081.69,139209.64,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9207558027,-76.9759948913,,2025/07/27 22:09:00+00,2025/07/27 23:06:00+00,783143131,
398010.079999998,138818.940000001,25114667,2025/07/29 14:22:16+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/07/29 13:15:00+00,,783143132,
402061.439999998,140979.989999998,25115591,2025/07/30 23:04:00+00,EVENING,OTHERS,THEFT/OTHER,3800 - 3899 BLOCK OF 20TH STREET NE,402061.44,140979.99,5,5B,5,503,Cluster 24,009400 4,009400,Precinct 69,38.9367037132,-76.9762230879,,2025/07/30 22:18:00+00,2025/07/30 23:00:00+00,783143133,
393850.670000002,137557.68,25116029,2025/07/31 21:14:21+00,EVENING,OTHERS,THEFT F/AUTO,3600 - 3699 BLOCK OF PROSPECT STREET NW,393850.67,137557.68,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.9058553458,-77.0708964886,,2025/07/31 18:00:00+00,2025/07/31 18:55:00+00,783143134,
397633.43,144615.420000002,25116120,2025/07/31 21:38:19+00,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2025/07/31 21:30:00+00,2025/07/31 21:40:00+00,783143135,
399950.659999996,138853.510000002,25116272,2025/08/01 02:33:42+00,EVENING,OTHERS,THEFT F/AUTO,1957 - 2099 BLOCK OF 4TH STREET NE,399950.66,138853.51,5,5F,5,502,Cluster 21,008702 1,008702,Precinct 75,38.9175501314,-77.000568941,,2025/07/31 10:21:00+00,2025/07/31 10:22:00+00,783143136,
400088.828699999,135298.943799999,25116498,2025/08/01 16:37:53+00,DAY,OTHERS,MOTOR VEHICLE THEFT,500 - 599 BLOCK OF SEWARD SQUARE SE,400088.828670035,135298.943834988,6,6B,1,107,Cluster 26,006500 1,006500,Precinct 89,38.8855293314,-76.9989761737,,2025/07/29 12:00:00+00,2025/08/01 15:30:00+00,783143137,
397171.109999999,137408.25,25116675,2025/08/01 21:36:57+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2025/08/01 21:08:00+00,2025/08/01 21:40:00+00,783143138,
396547.07,137583.48,25117519,2025/08/03 07:56:50+00,MIDNIGHT,GUN,ROBBERY,1700 - 1799 BLOCK OF RHODE ISLAND AVENUE NW,396547.07,137583.48,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,38.9061024896,-77.0398094498,,2025/08/03 06:56:00+00,2025/08/03 07:00:00+00,783143139,
399080.390000001,138386.609999999,25422660,2025/07/26 11:01:08+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF RANDOLPH PLACE NW,399080.39,138386.61,5,5E,3,308,Cluster 21,003302 2,003302,Precinct 19,38.9133436609,-77.0106034249,,2025/07/08 09:15:00+00,2025/07/08 09:20:00+00,783144603,
391850.509999998,138614.48,25422948,2025/08/01 16:34:09+00,DAY,OTHERS,THEFT/OTHER,4800 - 4813 BLOCK OF MACARTHUR BOULEVARD NW,391850.51,138614.48,3,3D,2,205,Cluster 13,000802 1,000802,Precinct 7,38.9153590868,-77.0939691414,,2025/06/22 11:00:00+00,2025/06/22 13:00:00+00,783144604,
396294.479999997,140699.370000001,25423005,2025/08/04 14:31:28+00,DAY,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF NEWTON STREET NW,396294.48,140699.37,1,1D,3,302,Cluster 2,002704 1,002704,Precinct 40,38.9341704087,-77.0427384231,,2025/05/26 16:00:00+00,2025/05/27 00:00:00+00,783144605,
397228.829999998,137798.129999999,25423035,2025/08/06 11:01:19+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 14TH STREET NW,397228.83,137798.13,2,2F,3,307,Cluster 7,005003 1,005003,Precinct 17,38.9080385449,-77.0319501832,,2025/06/21 14:26:00+00,2025/06/22 06:30:00+00,783144606,
401061.189999998,134619.329999998,25423061,2025/08/06 14:02:38+00,DAY,OTHERS,THEFT/OTHER,1308 - 1339 BLOCK OF POTOMAC AVENUE SE,401061.19,134619.33,6,6B,1,106,Cluster 26,007100 3,007100,Precinct 91,38.8794064715,-76.9877699277,,2025/07/29 20:36:00+00,2025/07/29 20:36:00+00,783144607,
396930.049999997,140374.960000001,25423133,2025/08/07 15:01:39+00,DAY,OTHERS,THEFT/OTHER,1500 - 1530 BLOCK OF PARK ROAD NW,396930.05,140374.96,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 41,38.9312504756,-77.0354064875,,2025/08/01 09:25:00+00,2025/08/01 10:25:00+00,783144608,
400042.310000002,136400.460000001,25423228,2025/08/09 13:31:13+00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 5TH STREET NE,400042.31,136400.46,6,6C,1,108,Cluster 25,008301 2,008301,Precinct 84,38.8954522041,-76.9995122733,,2025/07/28 15:04:00+00,2025/07/28 15:04:00+00,783144609,
404600.899899997,136168.3774,25122663,2025/08/12 17:25:06+00,DAY,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF 40TH STREET NE,404600.899906223,136168.377435795,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8933494806,-76.9469648801,,2025/08/12 16:34:00+00,,783144960,
397171.109999999,137408.25,25123141,2025/08/13 13:25:06+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2025/08/13 12:55:00+00,2025/08/13 13:00:00+00,783144961,
398549.939999998,138106.559999999,25123755,2025/08/14 16:09:58+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1530 - 1599 BLOCK OF NEW JERSEY AVENUE NW,398549.94,138106.56,5,5E,3,308,Cluster 21,004600 2,004600,Precinct 19,38.9108201606,-77.0167191074,,2025/08/14 01:00:00+00,2025/08/14 04:00:00+00,783144962,
397162.310000002,140976.59,25124812,2025/08/16 14:21:37+00,DAY,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF 14TH STREET NW,397162.31,140976.59,1,1D,4,408,Cluster 2,002801 2,002801,Precinct 41,38.9366709208,-77.0327302639,,2025/08/16 13:47:00+00,2025/08/16 14:05:00+00,783144963,
398845.546300001,137051.801600002,25125376,2025/08/17 22:59:51+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,NEW JERSEY AVENUE NW AND I STREET NW,398845.54626888,137051.80159662,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9013189673,-77.0133090114,NOMA,2025/08/17 18:21:00+00,2025/08/17 19:26:00+00,783144964,
398812.109999999,138323.0,25423271,2025/08/11 12:31:47+00,DAY,OTHERS,THEFT/OTHER,125 - 208 BLOCK OF FLORIDA AVENUE NW,398812.11,138323,5,5E,3,308,Cluster 21,003302 2,003302,Precinct 19,38.9127703189,-77.013696677,,2025/08/03 19:20:00+00,2025/08/08 16:45:00+00,783144999,
397564.450000003,138854.390000001,25422569,2025/07/24 15:02:27+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 12TH STREET NW,397564.45,138854.39,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9175546852,-77.0280844018,,2025/07/16 05:35:00+00,2025/07/18 00:00:00+00,783145363,
401668.93,136090.079999998,25422863,2025/08/01 10:31:02+00,MIDNIGHT,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF 17TH STREET NE,401668.93,136090.08,7,7D,1,108,Cluster 25,008002 2,008002,Precinct 86,38.8926546037,-76.9807622339,,2025/06/23 03:05:00+00,2025/06/23 11:00:00+00,783145364,
395423.619999997,138083.379999999,25423262,2025/08/09 17:32:26+00,DAY,OTHERS,THEFT/OTHER,2300 - 2699 BLOCK OF Q STREET NW,395423.62,138083.38,2,2E,2,206,Cluster 4,000101 1,000101,Precinct 5,38.9106006291,-77.0527652352,,2025/07/28 00:00:00+00,2025/07/28 15:00:00+00,783145365,
399058.280000001,137708.629999999,25423405,2025/08/14 13:31:54+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF N STREET NW,399058.28,137708.63,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.907236162,-77.0108574312,,2025/08/04 13:43:00+00,2025/08/12 13:44:00+00,783145366,
401208.703100003,133306.761500001,25117910,2025/08/04 01:19:37+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF T STREET SE,401208.703103075,133306.761529139,8,8A,6,607,Cluster 34,007601 5,007601,Precinct 140,38.8675821391,-76.9860721669,,2025/08/04 00:42:00+00,2025/08/04 00:58:00+00,783146060,
403890.039999999,139379.859999999,25118082,2025/08/04 16:02:35+00,DAY,OTHERS,THEFT F/AUTO,2400 - 2432 BLOCK OF BALDWIN CRESCENT NE,403890.04,139379.86,5,5C,5,503,Cluster 24,009000 2,009000,Precinct 139,38.9222830551,-76.9551408541,,2025/08/04 01:00:00+00,2025/08/04 11:30:00+00,783146061,
401801.109999999,134442.18,25119198,2025/08/06 12:23:29+00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,1400 - 1999 BLOCK OF M STREET SE,401801.11,134442.18,6,6B,1,106,Cluster 27,007100 1,007100,Precinct 91,38.8778094306,-76.9792429135,,2025/08/06 10:37:00+00,2025/08/06 12:24:00+00,783146062,
397719.100000001,140159.550000001,25119807,2025/08/07 14:39:37+00,DAY,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF SHERMAN AVENUE NW,397719.1,140159.55,1,1A,3,302,Cluster 2,003100 1,003100,Precinct 38,38.9293123985,-77.0263054647,,2025/08/05 14:30:00+00,2025/08/05 17:35:00+00,783146063,
392735.170000002,143238.780000001,25119969,2025/08/08 23:47:04+00,EVENING,OTHERS,THEFT F/AUTO,WISCONSIN AVENUE NW AND HARRISON STREET NW,392735.17000721,143238.78003436,3,3E,2,202,Cluster 11,001004 1,001004,Precinct 31,38.9570239004,-77.0838173756,FRIENDSHIP HEIGHTS,2025/08/07 17:12:00+00,2025/08/07 17:13:00+00,783146064,
401265.219999999,136988.440000001,25110445,2025/07/22 02:12:08+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1396 - 1399 BLOCK OF FLORIDA AVENUE NE,401265.22,136988.44,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9007480309,-76.9854141468,,2025/07/22 01:36:00+00,2025/07/22 02:12:00+00,783146267,
397162.060000002,140182.43,25118879,2025/08/05 20:07:35+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/08/05 19:14:00+00,2025/08/05 19:20:00+00,783146818,
399886.385200001,134826.361400001,25119260,2025/08/06 14:14:25+00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF G STREET SE,399886.385213848,134826.36140255,6,6B,1,106,Cluster 26,007000 1,007000,Precinct 90,38.8812721241,-77.0013094294,,2025/08/05 17:00:00+00,2025/08/05 19:00:00+00,783146819,
405735.969999999,135420.93,25119833,2025/08/07 18:01:11+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4700 - 4899 BLOCK OF BASS PLACE SE,405735.97,135420.93,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,38.8866095228,-76.9338870362,,2025/08/07 14:02:00+00,2025/08/07 14:45:00+00,783146820,
401463.969999999,137136.66,25120002,2025/08/07 20:24:13+00,EVENING,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF NEAL STREET NE,401463.97,137136.66,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9020829409,-76.9831225786,,2025/08/07 20:14:00+00,,783146821,
397162.439999998,141156.190000001,25120750,2025/08/09 06:57:08+00,MIDNIGHT,OTHERS,THEFT F/AUTO,3800 - 3899 BLOCK OF 14TH STREET NW,397162.44,141156.19,4,4C,4,404,Cluster 18,002504 1,002504,Precinct 47,38.9382888111,-77.0327295072,,2025/08/09 01:55:00+00,2025/08/09 02:51:00+00,783146822,
398010.079999998,138818.940000001,25122600,2025/08/12 15:45:37+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/08/12 14:38:00+00,,783146823,
401359.619999997,140389.82,25123234,2025/08/13 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,3300 - 3399 BLOCK OF 15TH STREET NE,401359.62,140389.82,5,5B,5,504,Cluster 22,009301 4,009301,Precinct 73,38.9313886501,-76.9843191385,,2025/08/13 15:01:00+00,2025/08/14 01:00:00+00,783146824,
