X,Y,CCN,REPORT_DATE,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID,YEAR
397609.899999999,138792.68,25048565,2025-04-04 08:45:29+00:00,MIDNIGHT,OTHERS,BURGLARY,1100 - 1199 BLOCK OF U STREET NW,397609.9,138792.68,1.0,1B,3.0,305.0,Cluster 3,004402 1,4402.0,Precinct 22,38.916998906,-77.0275601016,,2025-04-02 10:26:00+00:00,2025-04-03 10:45:00+00:00,786787501,,2025
400130.049999997,137796.989999998,25125753,2025-08-18 15:25:52+00:00,DAY,OTHERS,BURGLARY,1250 - 1299 BLOCK OF 5TH STREET NE,400130.05,137796.99,5.0,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76,38.9080326343,-76.9985005897,,2025-08-15 21:00:00+00:00,2025-08-18 10:45:00+00:00,786787548,,2025
397497.82,138792.809999999,25032293,2025-03-06 16:29:55+00:00,DAY,OTHERS,BURGLARY,1200 - 1299 BLOCK OF U STREET NW,397497.82,138792.81,1.0,1B,3.0,305.0,Cluster 3,004401 1,4401.0,Precinct 22,38.9169997651,-77.0288524899,,2025-03-06 10:11:00+00:00,2025-03-06 16:30:00+00:00,786787578,,2025
406452.909999996,135476.199999999,25044311,2025-03-28 00:44:55+00:00,EVENING,OTHERS,BURGLARY,100 - 118 BLOCK OF 53RD STREET SE,406452.91,135476.2,7.0,7E,6.0,604.0,Cluster 33,009905 1,9905.0,Precinct 104,38.8871024461,-76.9256230485,,2025-03-27 22:46:00+00:00,2025-03-28 00:10:00+00:00,786787965,,2025
401159.039999999,132065.16,25046081,2025-03-31 03:06:54+00:00,MIDNIGHT,OTHERS,BURGLARY,2350 - 2399 BLOCK OF POMEROY ROAD SE,401159.04,132065.16,8.0,8B,7.0,703.0,Cluster 37,007407 1,7407.0,Precinct 118,38.8563973408,-76.9866465255,,2025-03-30 21:54:00+00:00,2025-03-30 23:47:00+00:00,786787970,,2025
402904.744400002,132166.506200001,25100029,2025-07-03 23:03:41+00:00,EVENING,OTHERS,BURGLARY,2800 - 2899 BLOCK OF ERIE STREET SE,402904.744448648,132166.506200081,7.0,7B,6.0,606.0,Cluster 35,007603 2,7603.0,Precinct 113,38.8573062777,-76.9665335747,,2025-07-03 20:43:00+00:00,2025-07-03 22:34:00+00:00,786787983,,2025
397163.079999998,142085.399999999,25101569,2025-07-06 15:58:47+00:00,DAY,OTHERS,BURGLARY,4600 - 4699 BLOCK OF 14TH STREET NW,397163.08,142085.4,4.0,4E,4.0,404.0,Cluster 18,002501 2,2501.0,Precinct 48,38.9466594034,-77.0327259674,,2025-07-06 14:13:00+00:00,2025-07-06 15:45:00+00:00,786787988,,2025
403023.68,138808.25,25024347,2025-02-19 15:15:14+00:00,DAY,OTHERS,BURGLARY,2300 - 3699 BLOCK OF NEW YORK AVENUE NE,403023.68,138808.25,5.0,5C,5.0,503.0,Cluster 24,011100 1,11100.0,Precinct 71,38.9171372142,-76.9651340569,,2025-02-19 09:00:00+00:00,2025-02-19 13:00:00+00:00,786788262,,2025
397103.43,143859.399999999,25083804,2025-06-05 12:48:17+00:00,DAY,OTHERS,BURGLARY,5910 - 5999 BLOCK OF 14TH STREET NW,397103.43,143859.4,4.0,4A,4.0,402.0,Cluster 17,001803 2,1803.0,Precinct 60,38.9626398718,-77.0334215664,,2025-06-05 11:33:00+00:00,2025-06-05 12:05:00+00:00,786788284,,2025
400709.270000003,129315.739999998,25046825,2025-04-01 04:37:44+00:00,MIDNIGHT,GUN,BURGLARY,812 - 899 BLOCK OF BARNABY STREET SE,400709.27,129315.74,8.0,8E,7.0,706.0,Cluster 39,009802 1,9802.0,Precinct 121,38.8316298213,-76.9918312279,,2025-03-31 22:00:00+00:00,2025-04-01 03:30:00+00:00,786788331,,2025
