X,Y,CCN,REPORT_DATE,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID,YEAR
402554.274800003,131862.0207,25023161,2025-02-16 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,2900 - 2999 BLOCK OF KNOX PLACE SE,402554.274784323,131862.020727799,8.0,8B,7.0,702.0,Cluster 36,007408 2,7408.0,Precinct 115,38.8545644303,-76.9705725705,,2025-02-17 03:00:00+00:00,2025-02-17 03:02:00+00:00,784929790,,2025
401257.015699998,134458.295200001,25100901,2025-07-07 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1000 - 1099 BLOCK OF 14TH STREET SE,401257.01571112,134458.295194208,6.0,6B,1.0,106.0,Cluster 26,007100 1,7100.0,Precinct 91,38.8779555487,-76.9855133572,,2025-07-05 06:57:00+00:00,,784932346,,2025
405289.718400002,134417.210700002,25037685,2025-03-16 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1000 - 1199 BLOCK OF CHAPLIN STREET SE,405289.718434862,134417.21065017,7.0,7E,6.0,605.0,Cluster 33,007707 1,7707.0,Precinct 106,38.8775704307,-76.9390382693,,2025-03-16 07:29:00+00:00,,784932698,,2025
406535.864100002,137223.780200001,25001014,2025-01-02 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,5200 - 5299 BLOCK OF JUST STREET NE,406535.864100018,137223.780156774,7.0,7C,6.0,608.0,Cluster 31,007809 1,7809.0,Precinct 94,38.9028446705,-76.924650285,,2025-01-03 02:51:00+00:00,,784933383,,2025
401004.766800001,131818.155200001,25071663,2025-05-14 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004.766846885,131818.155159758,8.0,8B,7.0,703.0,Cluster 37,007406 2,7406.0,Precinct 118,38.8541724053,-76.9884242906,,2025-05-15 03:25:00+00:00,,784933597,,2025
398099.100000001,137620.600000001,25098367,2025-07-01 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1200 - 1299 BLOCK OF 7TH STREET NW,398099.1,137620.6,2.0,2G,3.0,307.0,Cluster 7,004902 2,4902.0,Precinct 18,38.9064416062,-77.021915921,,2025-07-01 02:28:00+00:00,2025-07-31 02:30:00+00:00,784934084,,2025
401294.973700002,130781.414299998,25008309,2025-01-18 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1388 - 1397 BLOCK OF CONGRESS STREET SE,401294.973663155,130781.414294796,8.0,8E,7.0,705.0,Cluster 38,007304 3,7304.0,Precinct 120,38.8448326119,-76.9850828301,,2025-01-18 14:26:00+00:00,2025-01-18 19:29:00+00:00,784934144,,2025
400009.711999997,128664.473099999,25076989,2025-05-23 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,4230 - 4299 BLOCK OF 4TH STREET SE,400009.711997962,128664.473076831,8.0,8E,7.0,706.0,Cluster 39,009811 1,9811.0,Precinct 125,38.8257631909,-76.9998881546,,2025-05-24 02:19:00+00:00,,784934650,,2025
400009.711999997,128664.473099999,25076989,2025-05-23 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,4230 - 4299 BLOCK OF 4TH STREET SE,400009.711997962,128664.473076831,8.0,8E,7.0,706.0,Cluster 39,009811 1,9811.0,Precinct 125,38.8257631909,-76.9998881546,,2025-05-24 02:19:00+00:00,,784934651,,2025
401950.189999998,132982.98,25020544,2025-02-11 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1953 - 2099 BLOCK OF 19TH PLACE SE,401950.19,132982.98,8.0,8A,7.0,701.0,Cluster 28,007504 1,7504.0,Precinct 114,38.8646640502,-76.9775289645,,2025-02-11 19:44:00+00:00,2025-02-11 19:49:00+00:00,784935023,,2025
