X,Y,CCN,REPORT_DATE,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID,YEAR
399121.840000004,136672.129999999,25085166,2025-06-07 21:57:47+00:00,EVENING,GUN,ROBBERY,1 - 49 BLOCK OF MASSACHUSETTS AVENUE NW,399121.84,136672.13,6.0,6E,1.0,102.0,Cluster 8,004702 1,4702.0,Precinct 1,38.8978990686,-77.0101232997,NOMA,2025-06-07 21:05:00+00:00,2025-06-07 21:20:00+00:00,786887988,,2025
396839.149999999,140601.140000001,25015166,2025-02-01 07:53:44+00:00,MIDNIGHT,GUN,ROBBERY,16TH STREET NW AND NEWTON STREET NW,396839.15001102,140601.13999991,1.0,1D,3.0,302.0,Cluster 2,002802 1,2802.0,Precinct 41,38.9332876515,-77.036455901,,2025-02-01 02:40:00+00:00,2025-02-01 05:24:00+00:00,786887992,,2025
400218.710100003,130020.782600001,25007496,2025-01-17 02:40:00+00:00,EVENING,OTHERS,ROBBERY,600 - 699 BLOCK OF MISSISSIPPI AVENUE SE,400218.710078156,130020.78255009,8.0,8C,7.0,705.0,Cluster 39,009804 1,9804.0,Precinct 122,38.8379814261,-76.9974808582,,2025-01-16 21:14:00+00:00,2025-01-17 00:45:00+00:00,786888316,,2025
399009.754199997,133903.66,25015884,2025-02-02 18:26:10+00:00,DAY,GUN,ROBBERY,34 - 99 BLOCK OF O STREET SW,399009.754173034,133903.659993693,6.0,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127,38.8729595154,-77.0114114192,,2025-02-02 16:54:00+00:00,2025-02-02 16:57:00+00:00,786888696,,2025
397694.409999996,142781.109999999,25023695,2025-02-18 05:30:34+00:00,MIDNIGHT,GUN,ROBBERY,900 - 999 BLOCK OF HAMILTON STREET NW,397694.41,142781.11,4.0,4D,4.0,403.0,Cluster 18,002101 4,2101.0,Precinct 56,38.9529281051,-77.0265990223,,2025-02-18 03:35:00+00:00,2025-02-18 04:22:00+00:00,786888706,,2025
397005.350000001,138854.879999999,25031058,2025-03-04 06:02:44+00:00,MIDNIGHT,GUN,ROBBERY,2000 - 2099 BLOCK OF 15TH STREET NW,397005.35,138854.88,1.0,1B,3.0,301.0,Cluster 3,004300 2,4300.0,Precinct 22,38.917557372,-77.0345314026,,2025-03-04 05:13:00+00:00,2025-03-04 05:16:00+00:00,786890172,,2025
402391.549999997,130658.190000001,25098037,2025-06-30 20:19:07+00:00,EVENING,OTHERS,ROBBERY,MISSISSIPPI AVENUE SE AND SOUTHERN AVENUE SE,402391.55001617,130658.19000668,8.0,8E,7.0,704.0,Cluster 38,007409 3,7409.0,Precinct 116,38.8437202551,-76.9724514842,,2025-06-30 17:30:00+00:00,,786891151,,2025
400246.539999999,139229.039999999,25086941,2025-06-11 01:46:10+00:00,EVENING,OTHERS,ROBBERY,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5.0,5F,5.0,502.0,Cluster 21,009204 2,9204.0,Precinct 74,38.9209329952,-76.9971570051,,2025-06-10 22:09:00+00:00,2025-06-10 23:30:00+00:00,786891353,,2025
396145.490000002,138932.809999999,25007120,2025-01-16 02:13:35+00:00,EVENING,OTHERS,ROBBERY,2100 - 2199 BLOCK OF 19TH STREET NW,396145.49,138932.81,1.0,1C,3.0,303.0,Cluster 1,004002 3,4002.0,Precinct 25,38.9182560403,-77.0444469113,,2025-01-16 01:29:00+00:00,2025-01-16 01:31:00+00:00,786891484,,2025
400459.420299999,130727.613699999,25096151,2025-06-27 05:58:48+00:00,MIDNIGHT,OTHERS,ROBBERY,3000 - 3099 BLOCK OF 8TH STREET SE,400459.420286379,130727.613718746,8.0,8C,7.0,705.0,Cluster 39,010400 1,10400.0,Precinct 123,38.8443487856,-76.994707843,,2025-06-27 04:37:00+00:00,,786891713,,2025
